"","2020","2027","2036","S1","S2","S3"
"zcta1",-20.5671338982068,-0.706796755248356,-1.33622531498888,-0.784218755207376,-0.698969177062582,-4.20685645942035
"zcta2",-4.53560996097761,1.43797924646411,4.1490722638699,3.75920067122161,4.90032347658803,11.1087126076545
"zcta3",-25.6133089801075,-3.64019564621659,-5.33283059806274,-3.85434341867053,-3.59211861010958,-1.01465832638039
"zcta4",-30.2566381856535,-0.197137419092167,-2.65506776939878,0.381305528549309,3.94911823870878,0.647196579800108
"zcta5",-5.67405145116634,1.27152157671104,2.23280399621437,0.00972864993848949,0.823163317801586,1.28294481805768
"zcta6",-0.67292682429148,-0.0114830427934686,0.0661816631693647,-0.0715637013263144,-0.0501240532048719,0.0848324991093844
"zcta7",-1.10048516440603,-0.0359335467088598,0.0463388792795583,0.0929612191525848,-0.0105370098315902,-0.00580885272518795
"zcta8",-11.7080849991946,7.38404654366688,6.49021336723757,-1.56190420555216,2.73956535434762,2.04962575434092
"zcta9",-5.67604335740679,7.92247693903757,3.2122454416941,2.99284060704245,8.71102439750339,7.55817348724588
"zcta10",-0.319341639588182,0.211022306678389,0.182522873720441,0.148165316185065,0.19204585994082,0.301043560769919
"zcta11",-3.15550186347841,-0.345640988505061,-0.254656154252408,0.385871276838788,-0.642546266061144,-0.283739412791654
"zcta12",-0.19375131735817,0.592380692533288,0.536474206953559,0.322961865876021,0.516035901387805,0.318880271555682
"zcta13",-38.3879908176753,31.6947484096589,38.6418602404196,15.0328761884137,16.6624520637921,14.0405851390504
"zcta14",-14.2493109660511,9.25822532338044,10.3376205178255,3.48563577162811,7.16108596421424,9.4891723515519
"zcta15",-7.43591937480549,0.0787395033005641,0.276885173133263,0.0319652651909819,-0.397672256529735,1.75233240060966
"zcta16",-8.34219166656759,30.2173088217366,14.2856238778766,11.0218497210133,12.0343981548139,20.8085966761484
"zcta17",-5.10205378932943,6.04499644938848,5.13240252416427,1.03069233415959,4.73718458490301,7.50939442984688
"zcta18",-4.23505215480608,0.621984516890734,0.504070783223013,0.107579285083135,0.627083016314197,1.39742372444113
"zcta19",-30.3018868998576,7.85938576456387,7.00717099956793,-4.45746790893546,-2.32373179067724,5.72425241657712
"zcta20",-0.953133836763042,0.303580648836107,0.895324414137447,-0.304799045610453,0.444364929833605,-0.0609255551965841
"zcta21",-7.5080127335749,0.590787064535323,0.0680498850601603,1.97590874842361,0.369088539783069,0.962519677056465
"zcta22",-0.419840238100617,3.96220189170302,1.93199271391625,3.14437027919146,3.81390068446277,3.81432648152823
"zcta23",-2.53641471262436,-1.13683068009019,-1.17554413564562,-0.375388851844786,-1.65355978280143,-0.658541488312668
"zcta24",-6.04734891249903,34.4752256190862,19.4160915066687,37.4721471676857,29.2194887054259,36.7611426816144
"zcta25",-10.1025258291249,-0.523676609927781,-0.102832039506479,0.131715896748779,0.35954745576342,-0.0325340927723345
"zcta26",-28.340552508772,8.94851874233881,8.52158996690619,2.97584899305036,7.41265096254391,13.1511284028802
"zcta27",-5.33105473985355,-0.293584731340402,-0.855917463330624,-0.684860246122941,-0.227046664087781,-0.537622064014491
"zcta28",-6.84910119351879,-1.02164913870566,-0.544794691711867,-0.95562112927179,-0.546104893751603,-0.740823878979883
"zcta29",-2.60550191313007,0.028538123312618,-0.161313922153959,-0.324278949374192,-0.0644125868468182,-0.2756269897311
"zcta30",-2.75721088204478,-0.236616474254755,-0.0771091129288476,-0.643184863166348,-0.0483680567391529,-0.139852192609144
"zcta31",-0.87700416421824,0.134963114764197,0.0941195034161358,0.203024053200279,0.248137658237127,0.129459728732661
"zcta32",-0.929222456938571,0.648980949260989,0.28267102099785,-0.0546584568722027,-0.265982519864581,0.139676276135804
"zcta33",0.433766369258418,0.212416163823248,0.0669292796769407,0.488420278334292,0.329653520208216,0.367886171096073
"zcta34",-15.6945463880715,-3.37331504188327,16.9400250184977,6.15813939499713,12.5541725928041,-7.31292197409732
"zcta35",-4.4340608751569,0.593658267048591,0.165329272772991,0.287966512922197,0.60955385936639,0.165435872512089
"zcta36",-1.90771139671924,0.600544619183146,-0.00696011557198409,0.208297919364232,0.151192186382438,0.538570453273553
"zcta37",-16.6195650133064,21.7589525594396,15.3199708478769,15.0629572539928,23.9694948313579,19.0468109554513
"zcta38",-2.18142322259614,2.65940834375165,1.24321146362379,1.39354960455084,3.31785545727134,2.81041718973466
"zcta39",-0.792177744513773,0.112994838536941,-0.159198270047887,0.187955249872833,-0.128780554856408,-0.0906194209261497
"zcta40",-0.114469100040171,-0.194037029409262,0.0118040222439175,-0.248052231543519,-0.254054410664397,-0.00846908484880347
"zcta41",-0.34296359027233,0.858288062613993,0.67513931476766,-0.549073937827094,-0.206064104699059,1.09916044596264
"zcta42",-0.871981408653788,0.198605933595042,0.423238143262998,0.629612137738424,0.181807542488784,-0.406718948427855
"zcta43",-2.94813951388161,0.348693839372471,-0.159407365663701,-0.502457787337937,-0.508352245333714,0.0731870480918083
"zcta44",0.107683384568719,1.3506017027977,0.353797212051322,1.36099496932445,1.36705272187496,0.407172876703546
"zcta45",-11.951875254326,-4.16821412323154,-5.45938352328866,-8.58307134365729,-4.32840278658436,1.08107682491375
"zcta46",-4.60146772646521,5.64766895236461,4.85721289087593,-1.46279311403017,1.76585659559793,4.28118817354744
"zcta47",-0.837421006469758,1.15066316323372,3.33574014901802,3.1982137000638,3.13172142837722,2.43790317130562
"zcta48",-0.836139251801761,0.451496713170543,0.000574344603295632,0.50809245224149,0.602533772415535,0.290781823764706
"zcta49",-0.475219570041194,0.455696135999638,0.512763999818957,0.459541127354601,0.493124188367999,0.332948844851944
