,bike,walk,motorcycle,car,truck,bus,one.party,,
truck,0,6.00436E-05,0.000216008,0.000736483,0.000230408,0,0.00087226,local serious,
bus,0,0,4.11443E-06,6.17165E-06,4.32015E-05,0,0,local serious,
bike,0,0,0,0,0,0,0,arterial serious,
walk,0,2.88047E-07,0,1.77052E-05,5.38853E-06,0,0,arterial serious,
motorcycle,0,0,3.29155E-05,0.000100804,2.8801E-05,0,0.000456702,arterial serious,
car,0,2.69426E-05,0.000150177,0.000808486,0.000267438,0,0.00116027,arterial serious,
truck,0,4.61874E-06,7.6117E-05,0.00034767,0.000154291,4.11443E-06,0.000333269,arterial serious,
bus,0,0,0,0,4.11443E-06,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,1.61656E-05,2.30937E-06,0,0,highway serious,
motorcycle,0,1.53958E-06,2.05722E-06,0.00011109,2.8801E-05,0,0.000345612,highway serious,
car,0,1.30864E-05,0.000181035,0.000866088,0.000154291,0,0.001435937,highway serious,
truck,0,3.84895E-06,3.90871E-05,0.000380585,8.02314E-05,0,0.00032504,highway serious,
bus,0,0,0,4.11443E-06,0,0,8.22887E-06,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.002477837,0.00031632,0,0.000237073,local fatal,zcta42
walk,0,0.000238796,6.6928E-05,0.002208625,0.001673201,0,0,local fatal,
motorcycle,0.00010544,0,0.000468952,0.003751615,0.001594437,0.000187581,0.012005169,local fatal,
car,0.002319677,0.013050967,0.005439842,0.017913963,0.005439842,0,0.048395837,local fatal,
truck,0.001159838,0.003011762,0.002719921,0.010223152,0.002157179,0,0.011817588,local fatal,
bus,0.00010544,0,0,0.000187581,0.000750323,0,0.000187581,local fatal,
bike,0,0,0,0.00021088,0,0,0,arterial fatal,
walk,0,4.77593E-05,0,0.00033464,0.000133856,0,0,arterial fatal,
motorcycle,0,0,0.000187581,0.001688227,0.001031694,0,0.005627423,arterial fatal,
car,0.000421759,0.002877905,0.001688227,0.013599605,0.00497089,0,0.019133238,arterial fatal,
truck,0.00010544,0.001003921,0.002157179,0.008816296,0.002626131,0,0.004501938,arterial fatal,
bus,0,0,0,0.000375162,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.000736208,0.00033464,0,0,highway fatal,
motorcycle,0,0,0,0.001031694,0.000187581,0,0.003001292,highway fatal,
car,0,0.002744049,0.000375162,0.012098959,0.003470244,0,0.023260015,highway fatal,
truck,0.00010544,0.00066928,0.001125485,0.005439842,0.00243855,0,0.006002584,highway fatal,
bus,0,0,0,0.000187581,0,0,0.000187581,highway fatal,
bike,0.000444511,7.5241E-05,0,0.005271993,0.002056077,0.00010544,0.002726335,local serious,
walk,0,0.000525352,6.6928E-05,0.011377766,0.002677121,0,0,local serious,
motorcycle,0.000527199,0.000936992,0.004501938,0.033670747,0.005908794,0.000187581,0.068466979,local serious,
car,0.012810943,0.027306638,0.023635176,0.097448208,0.025510984,0.000187581,0.152128001,local serious,
truck,0.005271993,0.005220387,0.00984799,0.033576957,0.010504523,0,0.039767122,local serious,
bus,0.00021088,0,0.000187581,0.000281371,0.001969598,0,0,local serious,
bike,0,0,0,0.000421759,0.00031632,0,0.00065195,arterial serious,
walk,0,4.77593E-05,0,0.001539345,0.000468496,0,0,arterial serious,
motorcycle,0,0,0.001500646,0.004595729,0.001313065,0,0.020821465,arterial serious,
car,0.000632639,0.002342481,0.006846698,0.03685962,0.01219275,0,0.052897776,arterial serious,
truck,0.000421759,0.000401568,0.003470244,0.015850575,0.007034279,0.000187581,0.015194042,arterial serious,
bus,0,0,0,0,0.000187581,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.001405489,0.000200784,0,0,highway serious,
motorcycle,0.00021088,0.000133856,9.37904E-05,0.005064681,0.001313065,0,0.015756784,highway serious,
car,0.000527199,0.001137777,0.008253554,0.039485751,0.007034279,0,0.065465687,highway serious,
truck,0.00010544,0.00033464,0.001782017,0.017351221,0.003657825,0,0.01481888,highway serious,
bus,0,0,0,0.000187581,0,0,0.000375162,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.003929041,0.00050158,0,0.000217977,local fatal,zcta43
walk,0,0.000200729,0.000101473,0.003348594,0.002536813,0,0,local fatal,
motorcycle,0.000167193,0,0.001282412,0.010259294,0.0043602,0.000512965,0.03282974,local fatal,
car,0.003678252,0.019787144,0.014875976,0.048988127,0.014875976,0,0.132344888,local fatal,
truck,0.001839126,0.004566264,0.007437988,0.027956575,0.005899094,0,0.032316775,local fatal,
bus,0.000167193,0,0,0.000512965,0.002051859,0,0.000512965,local fatal,
bike,0,0,0,0.000334387,0,0,0,arterial fatal,
walk,0,4.01458E-05,0,0.000507363,0.000202945,0,0,arterial fatal,
motorcycle,0,0,0.000512965,0.004616682,0.002821306,0,0.01538894,arterial fatal,
car,0.000668773,0.004363319,0.004616682,0.037189939,0.013593564,0,0.052322398,arterial fatal,
truck,0.000167193,0.001522088,0.005899094,0.02410934,0.007181506,0,0.012311152,arterial fatal,
bus,0,0,0,0.001025929,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.001116198,0.000507363,0,0,highway fatal,
motorcycle,0,0,0,0.002821306,0.000512965,0,0.008207435,highway fatal,
car,0,0.004160374,0.001025929,0.033086222,0.009489847,0,0.063607621,highway fatal,
truck,0.000167193,0.001014725,0.003077788,0.014875976,0.006668541,0,0.01641487,highway fatal,
bus,0,0,0,0.000512965,0,0,0.000512965,highway fatal,
bike,0.000408706,6.61469E-05,0,0.008359663,0.003260268,0.000167193,0.002506732,local serious,
walk,0,0.000441603,0.000101473,0.017250331,0.004058901,0,0,local serious,
motorcycle,0.000835966,0.001420616,0.012311152,0.09207716,0.016158387,0.000512965,0.187232109,local serious,
car,0.02031398,0.041400794,0.06463355,0.266485152,0.069763197,0.000512965,0.416014357,local serious,
truck,0.008359663,0.007914858,0.026930646,0.091820678,0.028726022,0,0.108748513,local serious,
bus,0.000334387,0,0.000512965,0.000769447,0.005386129,0,0,local serious,
bike,0,0,0,0.000668773,0.00050158,0,0.000599436,arterial serious,
walk,0,4.01458E-05,0,0.002333868,0.000710308,0,0,arterial serious,
motorcycle,0,0,0.004103717,0.012567635,0.003590753,0,0.05693908,arterial serious,
car,0.00100316,0.003551539,0.018723211,0.10079756,0.033342704,0,0.14465604,arterial serious,
truck,0.000668773,0.000608835,0.009489847,0.043345516,0.019236176,0.000512965,0.041550139,arterial serious,
bus,0,0,0,0,0.000512965,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.002130923,0.000304418,0,0,highway serious,
motorcycle,0.000334387,0.000202945,0.000256482,0.013850046,0.003590753,0,0.043089033,highway serious,
car,0.000835966,0.001725033,0.022570446,0.107979066,0.019236176,0,0.179024674,highway serious,
truck,0.000167193,0.000507363,0.004873164,0.047449233,0.010002811,0,0.04052421,highway serious,
bus,0,0,0,0.000512965,0,0,0.001025929,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.000417078,5.3244E-05,0,1.67947E-05,local fatal,zcta44
walk,0,1.58555E-05,1.09065E-05,0.000359913,0.000272661,0,0,local fatal,
motorcycle,1.7748E-05,0,0.000187555,0.001500438,0.000637686,7.50219E-05,0.004801402,local fatal,
car,0.000390456,0.002126758,0.002175635,0.007164592,0.002175635,0,0.019355651,local fatal,
truck,0.000195228,0.00049079,0.001087818,0.004088694,0.000862752,0,0.00472638,local fatal,
bus,1.7748E-05,0,0,7.50219E-05,0.000300088,0,7.50219E-05,local fatal,
bike,0,0,0,3.5496E-05,0,0,0,arterial fatal,
walk,0,3.17109E-06,0,5.45323E-05,2.18129E-05,0,0,arterial fatal,
motorcycle,0,0,7.50219E-05,0.000675197,0.00041262,0,0.002250657,arterial fatal,
car,7.09921E-05,0.000468977,0.000675197,0.005439088,0.00198808,0,0.007652234,arterial fatal,
truck,1.7748E-05,0.000163597,0.000862752,0.003526029,0.001050307,0,0.001800526,arterial fatal,
bus,0,0,0,0.000150044,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.000119971,5.45323E-05,0,0,highway fatal,
motorcycle,0,0,0,0.00041262,7.50219E-05,0,0.00120035,highway fatal,
car,0,0.000447165,0.000150044,0.004838913,0.001387905,0,0.009302716,highway fatal,
truck,1.7748E-05,0.000109065,0.000450131,0.002175635,0.000975285,0,0.002400701,highway fatal,
bus,0,0,0,7.50219E-05,0,0,7.50219E-05,highway fatal,
bike,3.149E-05,5.1603E-06,0,0.000887401,0.000346086,1.7748E-05,0.000193139,local serious,
walk,0,3.4882E-05,1.09065E-05,0.001854097,0.000436258,0,0,local serious,
motorcycle,8.87401E-05,0.00015269,0.001800526,0.013466431,0.00236319,7.50219E-05,0.027382994,local serious,
car,0.002156384,0.004449833,0.00945276,0.038973878,0.010202979,7.50219E-05,0.060842763,local serious,
truck,0.000887401,0.000850703,0.00393865,0.01342892,0.004201227,0,0.015904643,local serious,
bus,3.5496E-05,0,7.50219E-05,0.000112533,0.00078773,0,0,local serious,
bike,0,0,0,7.09921E-05,5.3244E-05,0,4.61853E-05,arterial serious,
walk,0,3.17109E-06,0,0.000250848,7.63452E-05,0,0,arterial serious,
motorcycle,0,0,0.000600175,0.001838037,0.000525153,0,0.008327431,arterial serious,
car,0.000106488,0.000381726,0.002738299,0.014741804,0.004876424,0,0.021156176,arterial serious,
truck,7.09921E-05,6.54387E-05,0.001387905,0.006339351,0.002813321,7.50219E-05,0.006076774,arterial serious,
bus,0,0,0,0,7.50219E-05,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.000229036,3.27194E-05,0,0,highway serious,
motorcycle,3.5496E-05,2.18129E-05,3.7511E-05,0.002025591,0.000525153,0,0.00630184,highway serious,
car,8.87401E-05,0.00018541,0.003300964,0.01579211,0.002813321,0,0.026182644,highway serious,
truck,1.7748E-05,5.45323E-05,0.000712708,0.006939526,0.001462927,0,0.00592673,highway serious,
bus,0,0,0,7.50219E-05,0,0,0.000150044,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.018910455,0.002414101,0,0.002619349,local fatal,zcta45
walk,0,0.003487542,0.000587256,0.019379435,0.01468139,0,0,local fatal,
motorcycle,0.0008047,0,0.00247215,0.019777202,0.008405311,0.00098886,0.063287048,local fatal,
car,0.017703405,0.114514845,0.028676944,0.094436141,0.028676944,0,0.255125911,local fatal,
truck,0.008851702,0.026426503,0.014338472,0.053892876,0.011371891,0,0.062298188,local fatal,
bus,0.0008047,0,0,0.00098886,0.00395544,0,0.00098886,local fatal,
bike,0,0,0,0.0016094,0,0,0,arterial fatal,
walk,0,0.000697509,0,0.002936278,0.001174511,0,0,arterial fatal,
motorcycle,0,0,0.00098886,0.008899741,0.005438731,0,0.029665804,arterial fatal,
car,0.003218801,0.025251991,0.008899741,0.071692359,0.026204793,0,0.100863732,arterial fatal,
truck,0.0008047,0.008808834,0.011371891,0.046476426,0.013844042,0,0.023732643,arterial fatal,
bus,0,0,0,0.00197772,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.006459812,0.002936278,0,0,highway fatal,
motorcycle,0,0,0,0.005438731,0.00098886,0,0.015821762,highway fatal,
car,0,0.02407748,0.00197772,0.063781478,0.018293912,0,0.122618655,highway fatal,
truck,0.0008047,0.005872556,0.005933161,0.028676944,0.012855182,0,0.031643524,highway fatal,
bus,0,0,0,0.00098886,0,0,0.00098886,highway fatal,
bike,0.004911279,0.000955777,0,0.040235011,0.015691654,0.0008047,0.030122513,local serious,
walk,0,0.007672593,0.000587256,0.099833455,0.023490225,0,0,local serious,
motorcycle,0.004023501,0.008221579,0.023732643,0.177500391,0.031149094,0.00098886,0.360933944,local serious,
car,0.097771076,0.239600291,0.124596375,0.513712832,0.134484976,0.00098886,0.801965557,local serious,
truck,0.040235011,0.045805938,0.051915156,0.177005961,0.055376167,0,0.209638345,local serious,
bus,0.0016094,0,0.00098886,0.00148329,0.010383031,0,0,local serious,
bike,0,0,0,0.003218801,0.002414101,0,0.00720321,arterial serious,
walk,0,0.000697509,0,0.013506879,0.004110789,0,0,arterial serious,
motorcycle,0,0,0.007910881,0.024227073,0.006922021,0,0.109763473,arterial serious,
car,0.004828201,0.020553946,0.036093394,0.194311013,0.064275908,0,0.278858554,arterial serious,
truck,0.003218801,0.003523534,0.018293912,0.08355868,0.037082254,0.00098886,0.08009767,arterial serious,
bus,0,0,0,0,0.00098886,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.012332368,0.001761767,0,0,highway serious,
motorcycle,0.0016094,0.001174511,0.00049443,0.026699223,0.006922021,0,0.08306425,highway serious,
car,0.004023501,0.009983345,0.043509845,0.208155055,0.037082254,0,0.345112182,highway serious,
truck,0.0008047,0.002936278,0.009394171,0.091469561,0.019282772,0,0.078119949,highway serious,
bus,0,0,0,0.00098886,0,0,0.00197772,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.017630978,0.002250763,0,0.002226876,local fatal,zcta46
walk,0,0.002852801,0.000537064,0.017723121,0.013426607,0,0,local fatal,
motorcycle,0.000750254,0,0.002527674,0.020221393,0.008594092,0.00101107,0.064708457,local fatal,
car,0.016505597,0.104727532,0.029321019,0.09655715,0.029321019,0,0.260855966,local fatal,
truck,0.008252798,0.024167892,0.01466051,0.055103295,0.011627301,0,0.063697387,local fatal,
bus,0.000750254,0,0,0.00101107,0.004044279,0,0.00101107,local fatal,
bike,0,0,0,0.001500509,0,0,0,arterial fatal,
walk,0,0.00057056,0,0.002685321,0.001074129,0,0,arterial fatal,
motorcycle,0,0,0.00101107,0.009099627,0.005560883,0,0.030332089,arterial fatal,
car,0.003001018,0.023093763,0.009099627,0.073302549,0.026793345,0,0.103129103,arterial fatal,
truck,0.000750254,0.008055964,0.011627301,0.047520273,0.014154975,0,0.024265671,arterial fatal,
bus,0,0,0,0.002022139,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.005907707,0.002685321,0,0,highway fatal,
motorcycle,0,0,0,0.005560883,0.00101107,0,0.016177114,highway fatal,
car,0,0.022019635,0.002022139,0.065213991,0.018704788,0,0.125372635,highway fatal,
truck,0.000750254,0.005370643,0.006066418,0.029321019,0.013143905,0,0.032354228,highway fatal,
bus,0,0,0,0.00101107,0,0,0.00101107,highway fatal,
bike,0.004175392,0.000797047,0,0.03751272,0.014629961,0.000750254,0.025609073,local serious,
walk,0,0.006276162,0.000537064,0.091300925,0.021482571,0,0,local serious,
motorcycle,0.003751272,0.0075189,0.024265671,0.181487,0.031848693,0.00101107,0.369040417,local serious,
car,0.091155909,0.219122221,0.127394774,0.525250676,0.13750547,0.00101107,0.819977474,local serious,
truck,0.03751272,0.041891013,0.053081156,0.180981465,0.0566199,0,0.214346763,local serious,
bus,0.001500509,0,0.00101107,0.001516604,0.010616231,0,0,local serious,
bike,0,0,0,0.003001018,0.002250763,0,0.006123909,arterial serious,
walk,0,0.00057056,0,0.012352478,0.00375945,0,0,arterial serious,
motorcycle,0,0,0.008088557,0.024771206,0.007077487,0,0.11222873,arterial serious,
car,0.004501526,0.018797249,0.036904042,0.198675183,0.065719526,0,0.285121637,arterial serious,
truck,0.003001018,0.003222386,0.018704788,0.085435384,0.037915111,0.00101107,0.08189664,arterial serious,
bus,0,0,0,0,0.00101107,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.01127835,0.001611193,0,0,highway serious,
motorcycle,0.001500509,0.001074129,0.000505535,0.02729888,0.007077487,0,0.084929849,highway serious,
car,0.003751272,0.009130092,0.044487064,0.212830158,0.037915111,0,0.352863303,highway serious,
truck,0.000750254,0.002685321,0.009605161,0.093523941,0.019715858,0,0.079874501,highway serious,
bus,0,0,0,0.00101107,0,0,0.002022139,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.021058505,0.00268832,0,0.00247041,local fatal,zcta47
walk,0,0.002332172,0.000550663,0.018171862,0.013766562,0,0,local fatal,
motorcycle,0.000896107,0,0.003250501,0.02600401,0.011051704,0.001300201,0.083212833,local fatal,
car,0.019714345,0.107379183,0.037705815,0.124169149,0.037705815,0,0.335451734,local fatal,
truck,0.009857172,0.024779811,0.018852908,0.070860928,0.014952306,0,0.081912633,local fatal,
bus,0.000896107,0,0,0.001300201,0.005200802,0,0.001300201,local fatal,
bike,0,0,0,0.001792213,0,0,0,arterial fatal,
walk,0,0.000466435,0,0.002753312,0.001101325,0,0,arterial fatal,
motorcycle,0,0,0.001300201,0.011701805,0.007151103,0,0.039006016,arterial fatal,
car,0.003584426,0.023678486,0.011701805,0.094264538,0.034455314,0,0.132620453,arterial fatal,
truck,0.000896107,0.008259937,0.014952306,0.061109424,0.018202807,0,0.031204812,arterial fatal,
bus,0,0,0,0.002600401,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.006057287,0.002753312,0,0,highway fatal,
motorcycle,0,0,0,0.007151103,0.001300201,0,0.020803208,highway fatal,
car,0,0.022577161,0.002600401,0.083862933,0.02405371,0,0.161224864,highway fatal,
truck,0.000896107,0.005506625,0.007801203,0.037705815,0.016902607,0,0.041606417,highway fatal,
bus,0,0,0,0.001300201,0,0,0.001300201,highway fatal,
bike,0.004632018,0.00075904,0,0.044805329,0.017474078,0.000896107,0.028409712,local serious,
walk,0,0.005130779,0.000550663,0.093612621,0.022026499,0,0,local serious,
motorcycle,0.004480533,0.007709275,0.031204812,0.233385993,0.040956316,0.001300201,0.474573189,local serious,
car,0.108876949,0.22467029,0.163825265,0.675454169,0.17682727,0.001300201,1.054462621,local serious,
truck,0.044805329,0.042951673,0.068260527,0.232735893,0.072811229,0,0.27564251,local serious,
bus,0.001792213,0,0.001300201,0.001950301,0.013652105,0,0,local serious,
bike,0,0,0,0.003584426,0.00268832,0,0.006793627,arterial serious,
walk,0,0.000466435,0,0.012665237,0.003854637,0,0,arterial serious,
motorcycle,0,0,0.010401604,0.031854913,0.009101404,0,0.144322258,arterial serious,
car,0.005376639,0.019273187,0.047457319,0.255489402,0.084513034,0,0.366656546,arterial serious,
truck,0.003584426,0.003303975,0.02405371,0.109866944,0.048757519,0.001300201,0.105316242,arterial serious,
bus,0,0,0,0,0.001300201,0,0,arterial serious,
bike,0,0,0,0,0,0,0,highway serious,
walk,0,0,0,0.011563912,0.001651987,0,0,highway serious,
motorcycle,0.001792213,0.001101325,0.0006501,0.035105414,0.009101404,0,0.109216844,highway serious,
car,0.004480533,0.009361262,0.057208823,0.273692209,0.048757519,0,0.453769981,highway serious,
truck,0.000896107,0.002753312,0.012351905,0.120268548,0.02535391,0,0.102715841,highway serious,
bus,0,0,0,0.001300201,0,0,0.002600401,highway serious,
 ,,,,,,,,,
bike,0,0,0,0.002165007,0.000276384,0,0.000190738,local fatal,zcta48
walk,0,0.000108991,4.40451E-05,0.001453489,0.001101128,0,0,local fatal,
motorcycle,9.21279E-05,0,0.000444985,0.003559883,0.00151295,0.000177994,0.011391625,local fatal,
car,0.002026815,0.008588798,0.00516183,0.016998441,0.00516183,0,0.04592249,local fatal,
truck,0.001013407,0.00198203,0.002580915,0.009700681,0.002046933,0,0.011213631,local fatal,
bus,9.21279E-05,0,0,0.000177994,0.000711977,0,0.000177994,local fatal,
bike,0,0,0,0.000184256,0,0,0,arterial fatal,
walk,0,2.17982E-05,0,0.000220226,8.80902E-05,0,0,arterial fatal,
motorcycle,0,0,0.000177994,0.001601947,0.000978968,0,0.005339824,arterial fatal,
car,0.000368512,0.00189394,0.001601947,0.012904576,0.004716845,0,0.018155403,arterial fatal,
truck,9.21279E-05,0.000660677,0.002046933,0.008365725,0.002491918,0,0.00427186,arterial fatal,
bus,0,0,0,0.000355988,0,0,0,arterial fatal,
bike,0,0,0,0,0,0,0,highway fatal,
walk,0,0,0,0.000484496,0.000220226,0,0,highway fatal,
motorcycle,0,0,0,0.000978968,0.000177994,0,0.002847906,highway fatal,
car,0,0.00180585,0.000355988,0.011480622,0.003292892,0,0.022071274,highway fatal,
truck,9.21279E-05,0.000440451,0.001067965,0.00516183,0.002313924,0,0.005695813,highway fatal,
bus,0,0,0,0.000177994,0,0,0.000177994,highway fatal,
bike,0.000357634,4.55946E-05,0,0.004606397,0.001796495,9.21279E-05,0.002193486,local serious,
walk,0,0.00023978,4.40451E-05,0.00748767,0.001761805,0,0,local serious,
motorcycle,0.00046064,0.000616632,0.00427186,0.031949949,0.005606816,0.000177994,0.064967864,local serious,
car,0.011193544,0.017970407,0.022427262,0.092467959,0.024207204,0.000177994,0.144353253,local serious,
truck,0.004606397,0.003435519,0.009344693,0.031860952,0.009967672,0,0.037734759,local serious,
bus,0.000184256,0,0.000177994,0.000266991,0.001868939,0,0,local serious,
bike,0,0,0,0.000368512,0.000276384,0,0.000524529,arterial serious,
walk,0,2.17982E-05,0,0.001013038,0.000308316,0,0,arterial serious,
motorcycle,0,0,0.001423953,0.004360857,0.001245959,0,0.01975735,arterial serious,
car,0.000552768,0.001541579,0.006496786,0.03497585,0.01156962,0,0.050194349,arterial serious,
