"","male","female","",""
"ageCat6","1.00200216748407","1.16884945782284","",""
"ageCat7","0","5.55555555555555","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","0","0","relative.cycle.time",""
"ageCat2","48.7966101694915","7.86764705882353","",""
"ageCat3","19.5416666666667","1","",""
"ageCat4","0","0","",""
"ageCat5","27.6","29.4901960784314","",""
"ageCat6","0","0","",""
"ageCat7","0","0","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","0","0","relative.walk.speed",""
"ageCat2","0.999784836058393","0.998622574334732","",""
"ageCat3","1.00163578725939","1","",""
"ageCat4","0.998407259317575","1.00115427023484","",""
"ageCat5","0.996361887008028","0.999458422448849","",""
"ageCat6","1.0008701806495","0.99873417721519","",""
"ageCat7","0","0.996835443037975","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","0","0","relative.cycle.speed",""
"ageCat2","1000.34734282737","998.130841121495","",""
"ageCat3","997.867803837953","1","",""
"ageCat4","0","0","",""
"ageCat5","1000","1000","",""
"ageCat6","0","0","",""
"ageCat7","0","0","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","0","0","relative.walk.time","zcta11"
"ageCat2","2.35921101385046","1.54707142172896","",""
"ageCat3","1.22622093842088","1","",""
"ageCat4","0.68837261104962","1.21958814579471","",""
"ageCat5","2.72223252709249","0.962673142706089","",""
"ageCat6","1.65525959401866","2.08382204164028","",""
"ageCat7","0.52507740385745","0.7314800703655","",""
"ageCat8","0","1.42041365199804","",""
"","","","",""
"ageCat1","0","0","relative.cycle.time",""
"ageCat2","99.6490566037736","95.4821428571429","",""
"ageCat3","19.166144200627","1","",""
"ageCat4","1.94578313253012","0","",""
"ageCat5","0","5.11708860759494","",""
"ageCat6","0","2.83841463414634","",""
"ageCat7","0","0","",""
"ageCat8","0","0.528301886792453","",""
"","","","",""
"ageCat1","0","0","relative.walk.speed",""
"ageCat2","1.00039767160657","1.00142330445585","",""
"ageCat3","1.00011436032136","1","",""
"ageCat4","0.998898226472579","1.00458935636455","",""
"ageCat5","1.00108476889078","1.0019455057235","",""
"ageCat6","1.00309439380881","1.00272906052815","",""
"ageCat7","0.996485103452508","0.996245977635784","",""
"ageCat8","0","0.999850028292982","",""
"","","","",""
"ageCat1","0","0","relative.cycle.speed",""
"ageCat2","999.962131253077","1000.03740415186","",""
"ageCat3","1000","1","",""
"ageCat4","1003.0959752322","0","",""
"ageCat5","0","1000","",""
"ageCat6","0","998.925886143931","",""
"ageCat7","0","0","",""
"ageCat8","0","964.285714285714","",""
"","","","",""
"ageCat1","0.130917912199703","0","relative.walk.time","zcta12"
"ageCat2","1.36236916468859","0.328740096797065","",""
"ageCat3","0.284842319430315","1","",""
"ageCat4","0.921286876907426","0.443566954007603","",""
"ageCat5","0.32182866302907","0.686045756585355","",""
"ageCat6","1.52777054894446","0.517083757205832","",""
"ageCat7","0","0","",""
"ageCat8","0","1.08219440635735","",""
"","","","",""
"ageCat1","0.560112963959118","0","relative.cycle.time",""
"ageCat2","0","0","",""
"ageCat3","0","1","",""
"ageCat4","0.111975524475524","0","",""
"ageCat5","0.0619304937486756","0","",""
"ageCat6","0","0","",""
"ageCat7","0","0","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","1.00452473274555","0","relative.walk.speed",""
"ageCat2","1.00112933366981","0.998087886964957","",""
"ageCat3","1.00539143127339","1","",""
"ageCat4","0.998728360830892","1.00019834002014","",""
"ageCat5","1.00342460955248","1.00299028867868","",""
"ageCat6","1.00337536326043","0.999237113268499","",""
"ageCat7","0","0","",""
"ageCat8","0","0.999766827437553","",""
"","","","",""
"ageCat1","0.998319327731093","0","relative.cycle.speed",""
"ageCat2","0","0","",""
"ageCat3","0","1","",""
"ageCat4","1","0","",""
"ageCat5","1.0059880239521","0","",""
"ageCat6","0","0","",""
"ageCat7","0","0","",""
"ageCat8","0","0","",""
"","","","",""
"ageCat1","0.398635499083738","0.412464216094487","relative.walk.time","zcta13"
"ageCat2","0.734656285612929","0.960311901934166","",""
"ageCat3","0.741268176781375","1","",""
"ageCat4","0.609185894544739","0.864870112949439","",""
"ageCat5","0.613756837635128","0.838011463725059","",""
"ageCat6","0.604643048229046","0.819356724221063","",""
"ageCat7","0.69669712581827","0.823769041466644","",""
"ageCat8","0.601553367924241","1.15191628311708","",""
"","","","",""
"ageCat1","0.211634726816428","0.100923360905606","relative.cycle.time",""
"ageCat2","0.73873148546767","0.502709548972095","",""
"ageCat3","1.2996605068915","1","",""
"ageCat4","0.782332547164386","0.480665211133679","",""
"ageCat5","0.576548146544459","0.35329129659964","",""
"ageCat6","0.387106588579247","0.279981902480376","",""
"ageCat7","0.279258789486163","0.23362264978191","",""
"ageCat8","0.300467817930623","0.150147157036556","",""
"","","","",""
"ageCat1","0.999938444008716","0.999810425750203","relative.walk.speed",""
"ageCat2","0.99999543114587","0.999952626632058","",""
"ageCat3","0.999823858250809","1","",""
"ageCat4","0.999755802185166","0.999960840731109","",""
"ageCat5","0.999757970135642","0.999765691884088","",""
"ageCat6","0.999621108753633","0.999788355074943","",""
