"","walk","cycle",""
"zcta1","3.10961859356377","1.9411442193087","2020"
"zcta2","49.7505726872247","1.97171806167401",""
"zcta3","19.0897865699342","1.44326725156065",""
"zcta4","26.673699925816","1.82054005934718",""
"zcta5","49.2706500904765","7.32575497620803",""
"zcta6","22.1477142857143","0",""
"zcta7","7.37162601626016","0.419525745257453",""
"zcta8","29.7296723952739","3.89736090225564",""
"zcta9","27.9252532112801","3.95108371474974",""
"zcta10","20.4032954545455","1.90090909090909",""
"zcta11","6.12453956984757","1.25122990185843",""
"zcta12","10.092017167382","0.709238197424893",""
"zcta13","51.3622072745391","93.2012605879422",""
"zcta14","39.1402047290568","75.3194164299679",""
"zcta15","15.1326322079474","2.11593665969525",""
"zcta16","18.207027027027","24.4381081081081",""
"zcta17","27.012519413902","3.1588869362844",""
"zcta18","11.4896219931271","1.35656572164948",""
"zcta19","31.3368085758534","3.15887026521262",""
"zcta20","9.16288117770768","1.3626603575184",""
"zcta21","31.5795630643752","1.10348383338188",""
"zcta22","26.1533469942454","3.1523425986877",""
"zcta23","7.10405405405405","0",""
"zcta24","29.9775831543318","2.8899142094643",""
"zcta25","4.43590150388366","1.49425880019831",""
"zcta26","33.4233516162059","1.91547827994735",""
"zcta27","5.44057042046457","1.05703910614525",""
"zcta28","8.11003607740243","1.08912102328632",""
"zcta29","4.87256532066508","1.3694893111639",""
"zcta30","5.48465983224604","1.55689655172414",""
"zcta31","14.381083032491","0.207346570397112",""
"zcta32","10.2296107572541","0.36585279547063",""
"zcta33","10.1535714285714","1.35071428571429",""
"zcta34","15.1433333333333","0",""
"zcta35","12.4089070351759","1.53806532663317",""
"zcta36","25.2334544438234","1.54493012856344",""
"zcta37","20.4762349795483","1.89799477964699",""
"zcta38","13.7416729207887","1.8170867162448",""
"zcta39","4.43496124031008","0.600562015503876",""
"zcta40","35.3211073825503","3.09934004474273",""
"zcta41","0.8932","0.6118",""
"zcta42","17.3133828601751","2.4669753250199",""
"zcta43","8.35941576724542","1.51916588456124",""
"zcta44","8.22317436661699","0.106304023845007",""
"zcta45","36.3784918233226","3.3355818431912",""
"zcta46","31.3194145164174","3.19647964960372",""
"zcta47","23.6295411459277","2.64299975849786",""
"zcta48","10.7683369397218","1.6437341576507",""
"zcta49","7.40695137157107","1.0671072319202",""
"zcta50","17.3486800952775","1.94725921706711",""
"zcta51","7.50461297888976","0.343432369038311",""
"zcta52","12.4955384615385","0",""
"zcta53","34.6304987742447","3.844980532122",""
"zcta54","11.2235372168285","1.93579449838188",""
"zcta55","19.6973528849219","3.10285431941345",""
"zcta56","9.38629911280101","0.724397972116603",""
"zcta57","25.3558513111063","3.13253177889155",""
"zcta58","33.6991675978928","3.75649638532236",""
"zcta59","13.2189615384615","1.32407692307692",""
"zcta60","8.8841052631579","0",""
"zcta61","4.40588235294118","0.737862266857963",""
"zcta62","17.7952500550782","1.52269883234193",""
"zcta63","6.20269584569733","0.402146884272997",""
"zcta64","10.442215477997","0.852300455235205",""
"zcta65","17.8153566681436","1.34978732831192",""
"zcta66","38.4101639949767","5.08734751668267",""
"zcta67","26.3392072441483","1.45832735349393",""
"zcta68","13.3503347889374","1.01596797671033",""
"zcta69","36.7313089430894","7.34831707317073",""
"zcta70","44.0412709116179","9.46264554486025",""
"zcta71","4.622","3.404",""
"zcta72","11.1627376425856","1.20809885931559",""
"zcta73","1.95637719298246","0",""
"zcta74","8.23297794117647","1.155",""
"zcta75","12.1174169741697","1.27426814268143",""
"zcta76","10.3836529335634","1.90709987057808",""
"zcta77","0.727222222222222","0",""
"zcta78","2.43919818456884","0",""
"zcta79","6.63256227758007","0",""
"zcta80","4.55152173913044","0",""
"zcta81","0","0",""
"zcta82","10.5810169141914","1.35606229372937",""
"zcta83","0","0",""
"zcta84","8.74753249454092","1.54410523032131",""
"zcta85","0.689098360655738","0",""
"zcta86","0","0",""
"zcta87","22.0591304347826","0",""
"zcta88","19.1882471050675","2.21406512270265",""
"zcta89","14.944443348909","2.21956745402323",""
"zcta90","20.616301012494","2.48469893109964",""
"zcta91","34.7221293330554","2.5752817315164",""
"zcta92","36.9023460935049","3.20723109507374",""
"zcta93","20.833358912224","1.75266379465087",""
"zcta94","21.8146327474561","2.42670120259019",""
"zcta95","40.5562479784367","15.4277196765499",""
"zcta96","143.310948808054","20.5365267356824",""
"zcta97","165.785667108251","26.259419000757",""
"zcta98","46.7546961113038","5.97986742205265",""
"zcta99","125.544014271281","15.6753498358171",""
"zcta100","76.6925468273559","8.17933280092929",""
"zcta101","78.8892378483474","8.79877468135666",""
"zcta102","55.2636617956161","5.86571414272846",""
"zcta103","49.959816636724","5.61467191376508",""
"zcta104","35.7627941176471","5.040056252009",""
"zcta105","37.7131141128012","4.30880387509492",""
"zcta106","38.5861452050764","4.43545582197735",""
"zcta107","38.6787990933881","5.34339448241669",""
"zcta108","44.112072660063","7.29199584139544",""
"zcta109","35.7569695853383","5.14748278958396",""
"zcta110","34.4629290759832","4.18522289041619",""
"zcta111","32.3227068128774","3.6746278664839",""
"zcta112","24.7006362235206","2.31539194953224",""
"zcta113","19.113776744186","1.7345023255814",""
"zcta114","31.9342289998296","3.51531883625831",""
"zcta115","25.7875070586281","4.223676299618",""
"zcta116","35.9308773236178","5.76970108767917",""
"zcta117","33.7371625612566","4.6881235192938",""
"zcta118","35.546336981058","2.79874963195603",""
"zcta119","17.2063439306358","2.75356936416185",""
"zcta120","37.8180289119526","4.28853387317518",""
"zcta121","38.7061064209561","3.94899078585556",""
