"","walk","cycle",""
"zcta1","5.07054224464061","2.51585119798235","S2"
"zcta2","41.0597163120567","1.40198581560284",""
"zcta3","22.8614431412545","1.35857470678225",""
"zcta4","27.8686435026176","1.97394678048618",""
"zcta5","71.5760079292467","9.18670021347972",""
"zcta6","15.6392962962963","2.62525925925926",""
"zcta7","12.2660252808989","0.250997191011236",""
"zcta8","31.517807785709","3.69305658988888",""
"zcta9","31.6433405288721","3.92352671343767",""
"zcta10","17.8894535519126","4.03781420765027",""
"zcta11","6.82224468085106","0.899768085106383",""
"zcta12","12.0287849462366","0.542612903225806",""
"zcta13","50.0900035985344","82.6900029442554",""
"zcta14","41.3117567892334","66.288666186013",""
"zcta15","15.9572958366693","2.01462970376301",""
"zcta16","19.2336947791165","21.5897991967871",""
"zcta17","28.336181551574","3.17494249186638",""
"zcta18","10.2124202927612","1.67710848205334",""
"zcta19","31.7850881737571","3.37699711069045",""
"zcta20","16.803555917481","1.55290445168295",""
"zcta21","34.5139812909261","1.26691487371375",""
"zcta22","26.3978909682325","2.98224484623183",""
"zcta23","1.59191011235955","2.00089887640449",""
"zcta24","28.8408862021941","2.73834340843866",""
"zcta25","5.14133660933661","1.21412448812449",""
"zcta26","34.2612136241574","2.13837589740779",""
"zcta27","5.98446533490012","1.21586956521739",""
"zcta28","5.92057232049948","1.24633021158515",""
"zcta29","8.23944303797468","0.494430379746835",""
"zcta30","5.54139834406624","1.59782888684453",""
"zcta31","23.3950100200401","3.56452905811623",""
"zcta32","11.9002189020153","1.33666435024322",""
"zcta33","15.0682113821138","0.165609756097561",""
"zcta34","11.3382926829268","0",""
"zcta35","15.0382840549102","1.09653115100317",""
"zcta36","21.5853931034483","1.03574252873563",""
"zcta37","21.4656928354577","2.23505079953091",""
"zcta38","14.4706065055342","2.34175062118816",""
"zcta39","3.99719279661017","0.230911016949153",""
"zcta40","58.6383900414938","3.80856929460581",""
"zcta41","69.6670731707317","0",""
"zcta42","20.1111573864494","3.40553644182888",""
"zcta43","8.7058684729948","1.49701148394043",""
"zcta44","21.3245821325648","1.2554223010419",""
"zcta45","37.4400387890473","3.57431706029516",""
"zcta46","33.2930282602296","3.34445039740948",""
"zcta47","24.2123599001908","2.83839982386614",""
"zcta48","15.2047609219126","2.62409700722394",""
"zcta49","8.72077253218884","0.166824034334764",""
"zcta50","19.2737651552898","2.19149642916459",""
"zcta51","7.25153039832285","0.73158071278826",""
"zcta52","2.30911392405063","0",""
"zcta53","39.5558626805986","4.01152621904025",""
"zcta54","12.965615234375","2.100029296875",""
"zcta55","22.5345804319603","2.88000472087808",""
"zcta56","6.83409580838323","1.86241916167665",""
"zcta57","26.4233957544619","2.87169652514873",""
"zcta58","34.9382896346793","3.50197605313756",""
"zcta59","9.19942857142857","2.852",""
"zcta60","3.56592233009709","0",""
"zcta61","8.94524485450674","0.168218594748048",""
"zcta62","19.4281160812953","1.93573223466103",""
"zcta63","8.08283607487238","1.05145320476461",""
"zcta64","7.5861914893617","1.29355319148936",""
"zcta65","19.1541405508072","1.21094017094017",""
"zcta66","57.6159302551241","6.72489259109977",""
"zcta67","24.7625308714571","0.995797953663413",""
"zcta68","9.66070038202656","0.857764235037293",""
"zcta69","39.7243578269041","5.22361764969122",""
"zcta70","46.705277933335","8.90454335175671",""
"zcta71","2.525","0",""
"zcta72","8.4104435483871","2.75879032258065",""
"zcta73","1.76826363636364","0",""
"zcta74","19.2340851449275","0.635135869565217",""
"zcta75","15.4795387583304","2.10886355664679",""
"zcta76","11.713500106678","1.64065393641988",""
"zcta77","5.44970588235294","0",""
"zcta78","1.39028963414634","0.374542682926829",""
"zcta79","1.2449609375","0",""
"zcta80","1.1923178807947","0",""
"zcta81","0","0",""
"zcta82","16.9290682976555","1.36052599388379",""
"zcta83","0","0",""
"zcta84","10.5940160170849","1.40781099839829",""
"zcta85","0.521531531531532","0",""
"zcta86","0","0",""
"zcta87","5.06488888888889","0",""
"zcta88","27.0549512811259","2.74998376037532",""
"zcta89","15.4019179315668","2.43983706371666",""
"zcta90","22.9526925782899","2.48435812448211",""
"zcta91","34.8978446887202","2.73412879031946",""
"zcta92","39.1238813960671","3.40209204159374",""
"zcta93","20.269402629285","2.18782719299806",""
"zcta94","28.1730585143173","2.87438004334394",""
"zcta95","41.9025701545779","13.0825609393579",""
"zcta96","153.637639662296","26.0552750134722",""
"zcta97","188.571770031156","33.6916859679031",""
"zcta98","51.1362870539872","6.95954716253974",""
"zcta99","139.798655498282","18.4822293814433",""
"zcta100","80.1397312999274","7.81052485640721",""
"zcta101","97.3640670626083","10.0008883939619",""
"zcta102","62.6658939457203","7.82406513569937",""
"zcta103","51.5395025053686","6.44360236220472",""
"zcta104","37.7798196894939","4.64708248301516",""
"zcta105","41.2351975715597","5.15025598764917",""
"zcta106","40.7158783608702","4.78514948854312",""
