"","walk","cycle",""
"zcta1","4.42219244823386","0.341729598051157","2027"
"zcta2","26.0983763837638","2.92966789667897",""
"zcta3","21.3264357032191","1.87017731106903",""
"zcta4","27.5173925187385","1.99275526799604",""
"zcta5","62.9216498655914","8.76859375",""
"zcta6","14.3382211538462","0.751490384615385",""
"zcta7","4.90110964332893","0.772589167767503",""
"zcta8","32.208188741869","3.58757753115322",""
"zcta9","29.1409837003146","4.11026451243923",""
"zcta10","21.783457278481","1.15555379746835",""
"zcta11","5.98289263157895","0.743827368421053",""
"zcta12","11.1371682340648","3.72389759665622",""
"zcta13","56.1650250639047","90.7669827042459",""
"zcta14","42.5090945401377","74.2712856174887",""
"zcta15","13.0201438109913","2.42932717000514",""
"zcta16","17.2159923664122","33.0541603053435",""
"zcta17","28.5934500733018","3.17013194331324",""
"zcta18","11.2988404232347","1.95460375728784",""
"zcta19","30.6001792786206","3.48350438676659",""
"zcta20","12.1051815370519","2.49343030580689",""
"zcta21","41.1953846153846","1.69497316636852",""
"zcta22","26.4016024877869","3.49460753725522",""
"zcta23","7.27537190082645","0",""
"zcta24","30.7730996200882","2.81452467236717",""
"zcta25","4.23209118086697","1.64131689088191",""
"zcta26","34.3831151885831","1.81886306489976",""
"zcta27","9.05991642651297","0.90763976945245",""
"zcta28","7.89441492726123","0.802830487033523",""
"zcta29","9.93669850746269","1.57886567164179",""
"zcta30","9.80554954954955","2.65306306306306",""
"zcta31","13.6042210144928","0.880833333333333",""
"zcta32","8.74928946447322","1.21102205110256",""
"zcta33","26.8713402061856","1.3220618556701",""
"zcta34","7.58333333333333","0",""
"zcta35","17.4692920353982","0.659115044247788",""
"zcta36","25.5499214365881","0.868675645342312",""
"zcta37","21.252727546385","2.17278145695364",""
"zcta38","14.9843922265972","1.56056966848723",""
"zcta39","4.77292194092827","1.43411392405063",""
"zcta40","48.9687077385424","4.45685950413223",""
"zcta41","4.60444444444444","3.14",""
"zcta42","18.0559071840587","2.7586680650236",""
"zcta43","8.02578728840626","1.10919408069839",""
"zcta44","15.853611898017","0",""
"zcta45","37.7214038171773","3.41019811373403",""
"zcta46","33.6230302232365","3.15414523537845",""
"zcta47","24.5847958497735","2.42558848458279",""
"zcta48","12.7027053254438","2.35392189349112",""
"zcta49","8.7107071339174","0.703635794743429",""
"zcta50","19.5996128026551","2.34098634752219",""
"zcta51","6.43144624903326","1.05492652745553",""
"zcta52","15.7164788732394","0",""
"zcta53","37.9609963554321","3.93420895522388",""
"zcta54","15.1733006535948","1.92157902554961",""
"zcta55","21.9223913855347","3.31741877256318",""
"zcta56","8.5807507082153","1.42657223796034",""
"zcta57","25.7634095022624","2.81302036199095",""
"zcta58","37.7550256066197","3.87066733758247",""
"zcta59","15.395474137931","0.875905172413793",""
"zcta60","3.15707070707071","0",""
"zcta61","8.15415960451977","0.143806497175141",""
"zcta62","17.9948511166253","1.94742349048801",""
