"","walk","cycle",""
"zcta1","6.19243902439024","1.57380487804878","S3"
"zcta2","43.0871024734982","0.491484098939929",""
"zcta3","22.2730654412273","1.68512265911133",""
"zcta4","30.1318036178951","1.98275323698153",""
"zcta5","71.5534621997347","8.73903767745739",""
"zcta6","23.1806779661017","2.71665254237288",""
"zcta7","8.94669902912621","0.631844660194175",""
"zcta8","29.8364262714481","3.79449443488745",""
"zcta9","30.6479950572118","4.13522398225267",""
"zcta10","19.0522472783826","1.35416796267496",""
"zcta11","7.8960251547215","0.680644839289279",""
"zcta12","13.9692557651992","0.400335429769392",""
"zcta13","50.4829668932466","81.999003211241",""
"zcta14","42.8105687785583","63.3687925390439",""
"zcta15","17.0613634930643","2.18678278688525",""
"zcta16","27.7665808823529","20.9992279411765",""
"zcta17","26.7855762892925","3.17153760483669",""
"zcta18","12.9807626420689","1.34214132762313",""
"zcta19","32.3032212952046","3.60414590827003",""
"zcta20","14.0610423418714","2.42263669628855",""
"zcta21","33.9248722157093","1.61477608440797",""
"zcta22","26.2339371079497","3.2078746258866",""
"zcta23","4.65","4.6625",""
"zcta24","28.926953511743","2.60524370045037",""
"zcta25","4.16589688506982","0.819151450053706",""
"zcta26","35.4202640646349","2.01863690370106",""
"zcta27","7.07526983270372","0.966589314624933",""
"zcta28","11.3225863960505","1.41833516182117",""
"zcta29","7.8119469983775","0.89875608436993",""
"zcta30","7.78236430542778","2.80334866605336",""
"zcta31","27.52","0.807831325301205",""
"zcta32","11.699718761125","0.994752580989676",""
"zcta33","26.2518103448276","0",""
"zcta34","19.4346808510638","0",""
"zcta35","14.6400973828363","1.11045648204504",""
"zcta36","29.7221872015282","1.35764565425024",""
"zcta37","20.2798019880716","2.22709105367793",""
"zcta38","17.7834766807995","2.11122289521502",""
"zcta39","10.7845711500975","1.16195906432749",""
"zcta40","47.3745474613687","2.36155997056659",""
"zcta41","27.3356862745098","0",""
"zcta42","14.4544064357153","3.26412668502682",""
"zcta43","8.55493123772102","1.57118533071382",""
"zcta44","8.17496996996997","0.396666666666667",""
"zcta45","37.1928102978687","3.2564541092041",""
"zcta46","33.4015024018552","2.88968472199216",""
"zcta47","24.885542192429","2.7678667192429",""
"zcta48","12.8077328922166","1.42571826571478",""
"zcta49","7.83931288343558","0.600711656441718",""
"zcta50","18.4543102617633","2.00481612333387",""
"zcta51","7.74216046712803","0.5980276816609",""
"zcta52","5.51454545454545","0",""
"zcta53","37.3618619030113","3.9606592359881",""
"zcta54","12.3401079913607","1.56449244060475",""
"zcta55","19.4694059405941","3.10958674128282",""
"zcta56","8.13829648894668","2.47521456436931",""
"zcta57","29.2387246236037","3.40725594949004",""
"zcta58","36.0067432362392","4.0393809474448",""
"zcta59","11.5759848484848","1.18787878787879",""
"zcta60","4.80744444444445","0",""
"zcta61","4.93543378995434","0.130593607305936",""
"zcta62","17.0401685697115","1.86026893028846",""
"zcta63","7.25957429220913","0.979088654680719",""
"zcta64","13.3470345032719","1.48209696609161",""
"zcta65","19.5304740406321","1.73729571106095",""
"zcta66","57.1403347461292","6.10657469077069",""
"zcta67","25.6055634826265","1.1854128682785",""
"zcta68","11.0426523430265","1.27371735506575",""
"zcta69","40.9916771624375","6.16062882015188",""
"zcta70","48.7789061807437","8.74238291061315",""
"zcta71","12.3772727272727","0",""
"zcta72","7.67085501858736","1.14263940520446",""
"zcta73","2.86198757763975","2.92919254658385",""
"zcta74","13.3339962997225","2.01588344125809",""
"zcta75","11.9375720375107","2.33350042625746",""
"zcta76","11.6337446988974","2.35236217133164",""
"zcta77","0","0",""
"zcta78","3.33224137931034","0",""
"zcta79","5.03630188679245","0",""
"zcta80","1.97550769230769","0",""
"zcta81","0","0",""
"zcta82","14.7575911056208","1.18825612518015",""
"zcta83","0","0",""
"zcta84","10.81288423548","1.43508297115765",""
"zcta85","7.62206477732794","0",""
"zcta86","0.467547169811321","0",""
"zcta87","10.22","1.86711538461538",""
"zcta88","24.0271393580187","2.62880010281377",""
"zcta89","15.7002821356816","2.05257427435558",""
"zcta90","22.3144353798849","2.3830150267804",""
"zcta91","34.078177033928","2.83963122263082",""
"zcta92","39.6241237678775","3.33934378202075",""
"zcta93","20.3611987621377","2.32041620339486",""
"zcta94","21.8668899785897","2.65592766535442",""
"zcta95","43.1404270462633","12.9235407782124",""
"zcta96","153.191458970438","28.9769071738022",""
"zcta97","194.066387788619","44.8611882909864",""
"zcta98","52.7803475222947","7.23290429346327",""
"zcta99","145.731532473189","16.5720246066743",""
"zcta100","81.5009207579151","8.80513893092802",""
"zcta101","100.545523006076","10.1533237877791",""
"zcta102","62.323093061303","7.39162207679723",""
"zcta103","53.6985396867184","6.25685560089509",""
"zcta104","38.1031554716981","4.97090339622642",""
"zcta105","43.9642921864333","5.10786549163202",""
"zcta106","41.1120191951869","4.72394921870337",""
"zcta107","42.4600834297546","5.45028073807929",""
"zcta108","46.4683744097819","7.11037528316821",""
"zcta109","39.0104156220315","6.17063674727876",""
"zcta110","40.1186105849582","5.09533444753946",""
"zcta111","35.7213453591995","3.46335335800461",""
"zcta112","24.7710434081244","2.57306203255609",""
"zcta113","17.5690567853705","1.20185755534167",""
"zcta114","36.2521965820609","3.82734998483163",""
"zcta115","28.0761774458007","3.66668901439242",""
"zcta116","48.2667447885141","6.88523884463598",""
"zcta117","46.3355758701994","6.43186788154897",""
"zcta118","44.2550879355544","3.95659021858018",""
"zcta119","26.8860735294118","1.63357352941176",""
"zcta120","38.5203071137574","4.86526637417737",""
"zcta121","38.5347451200069","4.28732279053734",""
"zcta122","37.99765508071","3.61751159626446",""
"zcta123","30.6604707806962","2.82058456784513",""
"zcta124","33.0899596667797","4.57953409476422",""
"zcta125","33.9613518534902","3.01650424666018",""
"zcta126","26.8415460526316","1.6465350877193",""
"zcta127","3.83502325581395","0",""
"zcta128","7.83617204301075","1.23191397849462",""
"zcta129","1.77293650793651","0.741428571428571",""
"zcta130","1.41190972222222","1.70041666666667",""
"zcta131","2.75640856672158","1.2568863261944",""
"zcta132","0","0",""
"zcta133","3.5228036322361","0.939080590238365",""
"zcta134","12.7519112903226","1.09623387096774",""
"zcta135","4.22817427385892","3.71900414937759",""
"zcta136","38.0594628099174","2.03520661157025",""
"zcta137","29.9979825487299","2.26158961367954",""
"zcta138","10.2009670079636","1.73439135381115",""
"zcta139","0.682906976744186","1.42360465116279",""
"zcta140","24.192901033636","2.77141596710639",""
"zcta141","4.24967156439067","2.05063094209162",""
"zcta142","0.316118721461187","1.99068493150685",""
"zcta143","2.55426160337553","0",""
"zcta144","7.27465648854962","0.934580152671756",""
"zcta145","21.3216719325961","2.88365718799368",""
"zcta146","46.4628498380379","4.22897825080981",""
"zcta147","31.4680457359894","3.40078752151293",""
"zcta148","5.44564102564103","0",""
"zcta149","2.70886581469649","2.63674121405751",""
"zcta150","0.294933333333333","0",""
"zcta151","3.36498896247241","0.520529801324503",""
